Country Name,iso,region,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Lao PDR,LAO,East Asia and the Pacific,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.5362993,NA,NA,NA,NA,27.09515908,NA,NA,NA,NA,27.54506764,NA,NA,NA,NA,30.17021033,NA,NA,NA,NA,31.73199577,29.66966026,30.29741812,30.25948938,28.39017177,26.13948876,25.80101805,25.10953834,NA,NA
Lao PDR,LAO,East Asia and the Pacific,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.5362993,NA,NA,NA,NA,27.09515908,NA,NA,NA,NA,27.54506764,NA,NA,NA,NA,30.17021033,NA,NA,NA,NA,31.73199577,29.66966026,30.29741812,30.25948938,28.39017177,26.13948876,25.80101805,25.10953834,NA,NA
Lao PDR,LAO,East Asia and the Pacific,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.5362993,NA,NA,NA,NA,27.09515908,NA,NA,NA,NA,27.54506764,NA,NA,NA,NA,30.17021033,NA,NA,NA,NA,31.73199577,29.66966026,30.29741812,30.25948938,28.39017177,26.13948876,25.80101805,25.10953834,NA,NA
Lebanon,LBN,Middle East and North Africa,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.34220406,NA,NA,NA,NA,29.84509316,NA,NA,NA,NA,30.61420693,NA,NA,NA,NA,30.02476838,NA,NA,NA,NA,30.89212513,30.06910747,30.10805188,30.58809767,30.44456692,31.22929528,30.17186865,30.62111051,NA,NA
Liberia,LBR,Sub-Saharan Africa,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.12342903,NA,NA,NA,NA,17.17619463,NA,NA,NA,NA,17.25314331,NA,NA,NA,NA,16.02440579,NA,NA,NA,NA,15.24919691,16.14705151,16.28820747,15.38285732,14.94227071,18.21280418,17.88677836,17.98411246,NA,NA
Libya,LBY,Middle East and North Africa,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.06348692,NA,NA,NA,NA,46.71104239,NA,NA,NA,NA,46.25517373,NA,NA,NA,NA,47.12618829,NA,NA,NA,NA,50.1472295,44.63173396,44.9113635,49.2794823,47.50123391,51.53264014,52.1292063,54.25468179,NA,NA
Libya,LBY,Middle East and North Africa,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.06348692,NA,NA,NA,NA,46.71104239,NA,NA,NA,NA,46.25517373,NA,NA,NA,NA,47.12618829,NA,NA,NA,NA,50.1472295,44.63173396,44.9113635,49.2794823,47.50123391,51.53264014,52.1292063,54.25468179,NA,NA
St. Lucia,LCA,Latin America and Caribbean,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.71198527,NA,NA,NA,NA,26.84988155,NA,NA,NA,NA,27.09613315,NA,NA,NA,NA,26.98484975,NA,NA,NA,NA,27.63597227,28.07865593,26.36748478,25.44480168,24.23630259,24.28323968,22.35339926,22.40081712,NA,NA
St. Lucia,LCA,Latin America and Caribbean,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.71198527,NA,NA,NA,NA,26.84988155,NA,NA,NA,NA,27.09613315,NA,NA,NA,NA,26.98484975,NA,NA,NA,NA,27.63597227,28.07865593,26.36748478,25.44480168,24.23630259,24.28323968,22.35339926,22.40081712,NA,NA
St. Lucia,LCA,Latin America and Caribbean,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.71198527,NA,NA,NA,NA,26.84988155,NA,NA,NA,NA,27.09613315,NA,NA,NA,NA,26.98484975,NA,NA,NA,NA,27.63597227,28.07865593,26.36748478,25.44480168,24.23630259,24.28323968,22.35339926,22.40081712,NA,NA
Latin America & Caribbean,LCN,NA,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.6134653,NA,NA,NA,NA,19.98617787,NA,NA,NA,NA,20.80579365,NA,NA,NA,NA,21.07242348,NA,NA,NA,NA,21.05927625,21.51642059,20.44825644,19.77918969,18.39993651,17.76167004,16.70832847,16.71803271,NA,NA
Least developed countries: UN classification,LDC,NA,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.97782255,NA,NA,NA,NA,46.23898103,NA,NA,NA,NA,46.05010353,NA,NA,NA,NA,46.21174232,NA,NA,NA,NA,46.02956375,46.40985867,46.57399488,44.7933518,44.42165741,47.02634024,44.92643241,45.27821984,NA,NA
Low income,LIC,NA,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.90726729,NA,NA,NA,NA,43.13814712,NA,NA,NA,NA,42.80428795,NA,NA,NA,NA,41.35523393,NA,NA,NA,NA,41.34219858,41.94446729,42.0768078,41.04672487,40.07027827,43.80431034,42.92042352,43.24055781,NA,NA
Liechtenstein,LIE,Europe,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sri Lanka,LKA,South Asia,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.76850353,NA,NA,NA,NA,30.18607255,NA,NA,NA,NA,30.8557618,NA,NA,NA,NA,30.95673529,NA,NA,NA,NA,31.03378115,31.23207466,30.08397283,28.89822769,26.92277652,25.33734371,14.02544523,11.09961724,NA,NA
Sri Lanka,LKA,South Asia,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.76850353,NA,NA,NA,NA,30.18607255,NA,NA,NA,NA,30.8557618,NA,NA,NA,NA,30.95673529,NA,NA,NA,NA,31.03378115,31.23207466,30.08397283,28.89822769,26.92277652,25.33734371,14.02544523,11.09961724,NA,NA
Lower middle income,LMC,NA,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.43129457,NA,NA,NA,NA,60.9399543,NA,NA,NA,NA,61.65312168,NA,NA,NA,NA,64.75808687,NA,NA,NA,NA,67.27958551,67.7944635,63.31200554,64.01195075,62.65168718,64.84786016,63.89591152,64.39857894,NA,NA
Low & middle income,LMY,NA,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.69815911,NA,NA,NA,NA,51.24500786,NA,NA,NA,NA,52.245823,NA,NA,NA,NA,54.92786652,NA,NA,NA,NA,56.9409481,57.44989303,53.70159722,54.19280989,51.93135185,53.26481894,51.00026974,51.36783097,NA,NA
Lesotho,LSO,Sub-Saharan Africa,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.70374352,NA,NA,NA,NA,31.66103372,NA,NA,NA,NA,31.49014676,NA,NA,NA,NA,30.098923,NA,NA,NA,NA,32.24059762,31.3547412,31.21324307,32.14869782,33.08010261,30.88497707,28.33683335,28.02865352,NA,NA
Late-demographic dividend,LTE,NA,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.75398601,NA,NA,NA,NA,45.20072333,NA,NA,NA,NA,46.49098568,NA,NA,NA,NA,49.96540948,NA,NA,NA,NA,52.06688101,52.65231609,48.16156076,48.98127174,45.022155,44.52930272,39.77292366,40.00020683,NA,NA
Lithuania,LTU,Europe,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.39810163,NA,NA,NA,NA,15.00076058,NA,NA,NA,NA,14.4281323,NA,NA,NA,NA,14.46207088,NA,NA,NA,NA,14.97106496,14.50968278,13.78452468,12.98119203,12.84519425,12.45503512,11.82161558,11.85328236,NA,NA
Luxembourg,LUX,Europe,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.69446214,NA,NA,NA,NA,12.94762576,NA,NA,NA,NA,12.56956635,NA,NA,NA,NA,12.35553519,NA,NA,NA,NA,12.95878369,12.68599568,11.77557609,11.6053841,10.85761339,11.00665465,10.31198129,10.3646374,NA,NA
Latvia,LVA,Europe,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.02341913,NA,NA,NA,NA,17.31863105,NA,NA,NA,NA,16.71996638,NA,NA,NA,NA,16.85589453,NA,NA,NA,NA,17.11506451,16.5726763,15.59855973,14.88430819,14.8790851,13.9682016,13.44747197,13.42645752,NA,NA
"Macao SAR, China",MAC,East Asia and the Pacific,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Macao SAR, China",MAC,East Asia and the Pacific,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Macao SAR, China",MAC,East Asia and the Pacific,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Macao SAR, China",MAC,East Asia and the Pacific,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Macao SAR, China",MAC,East Asia and the Pacific,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
St. Martin (French part),MAF,Latin America and Caribbean,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
St. Martin (French part),MAF,Latin America and Caribbean,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
St. Martin (French part),MAF,Latin America and Caribbean,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
St. Martin (French part),MAF,Latin America and Caribbean,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
St. Martin (French part),MAF,Latin America and Caribbean,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
St. Martin (French part),MAF,Latin America and Caribbean,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Morocco,MAR,Middle East and North Africa,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.25549178,NA,NA,NA,NA,30.42096496,NA,NA,NA,NA,30.96744832,NA,NA,NA,NA,30.96781344,NA,NA,NA,NA,29.6489603,29.26656426,27.79028358,29.25951913,29.94944999,31.44008691,32.93537423,32.59354146,NA,NA
Morocco,MAR,Middle East and North Africa,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.25549178,NA,NA,NA,NA,30.42096496,NA,NA,NA,NA,30.96744832,NA,NA,NA,NA,30.96781344,NA,NA,NA,NA,29.6489603,29.26656426,27.79028358,29.25951913,29.94944999,31.44008691,32.93537423,32.59354146,NA,NA
Monaco,MCO,Europe,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moldova,MDA,Eastern Europe and Central Asia,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.84505236,NA,NA,NA,NA,20.89016132,NA,NA,NA,NA,19.58110083,NA,NA,NA,NA,19.14452152,NA,NA,NA,NA,19.11610415,19.92486817,18.40928474,17.43239973,16.72646105,17.07913959,16.36379754,16.25103271,NA,NA
Moldova,MDA,Eastern Europe and Central Asia,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.84505236,NA,NA,NA,NA,20.89016132,NA,NA,NA,NA,19.58110083,NA,NA,NA,NA,19.14452152,NA,NA,NA,NA,19.11610415,19.92486817,18.40928474,17.43239973,16.72646105,17.07913959,16.36379754,16.25103271,NA,NA
Moldova,MDA,Eastern Europe and Central Asia,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.84505236,NA,NA,NA,NA,20.89016132,NA,NA,NA,NA,19.58110083,NA,NA,NA,NA,19.14452152,NA,NA,NA,NA,19.11610415,19.92486817,18.40928474,17.43239973,16.72646105,17.07913959,16.36379754,16.25103271,NA,NA
Madagascar,MDG,Sub-Saharan Africa,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.27356007,NA,NA,NA,NA,22.29494821,NA,NA,NA,NA,21.8724009,NA,NA,NA,NA,23.29406281,NA,NA,NA,NA,22.66201053,23.36285963,22.71642527,23.90916176,23.51776666,22.95040117,22.89570824,22.54228288,NA,NA
Maldives,MDV,South Asia,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.43291943,NA,NA,NA,NA,11.50939536,NA,NA,NA,NA,11.08953254,NA,NA,NA,NA,11.43535931,NA,NA,NA,NA,11.30982939,11.78963462,11.1574823,10.56967928,9.921230863,9.37394394,7.972428925,7.795820799,NA,NA
Middle East & North Africa,MEA,NA,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.21142429,NA,NA,NA,NA,49.45882575,NA,NA,NA,NA,50.41402806,NA,NA,NA,NA,49.82412762,NA,NA,NA,NA,51.81085944,50.26049879,51.05999949,51.94018553,50.52272979,57.01833923,55.80734843,55.6693262,NA,NA
Mexico,MEX,Latin America and Caribbean,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.51655782,NA,NA,NA,NA,24.13661024,NA,NA,NA,NA,26.77918216,NA,NA,NA,NA,26.86289992,NA,NA,NA,NA,26.365439,27.74129679,25.98165883,25.44908967,23.09968975,22.13299585,20.70682854,20.92111579,NA,NA
Marshall Islands,MHL,East Asia and the Pacific,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.06359474,NA,NA,NA,NA,13.3383996,NA,NA,NA,NA,13.04341192,NA,NA,NA,NA,12.92691993,NA,NA,NA,NA,12.94670836,12.93217057,12.12353358,11.87438859,11.07022018,10.83766846,10.15200199,10.24133222,NA,NA
Marshall Islands,MHL,East Asia and the Pacific,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.06359474,NA,NA,NA,NA,13.3383996,NA,NA,NA,NA,13.04341192,NA,NA,NA,NA,12.92691993,NA,NA,NA,NA,12.94670836,12.93217057,12.12353358,11.87438859,11.07022018,10.83766846,10.15200199,10.24133222,NA,NA
Middle income,MIC,NA,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.354811,NA,NA,NA,NA,51.97228375,NA,NA,NA,NA,53.14709902,NA,NA,NA,NA,56.32586949,NA,NA,NA,NA,58.6772891,59.19966251,55.03076053,55.71529039,53.32300771,54.38996564,51.97482792,52.36246068,NA,NA
North Macedonia,MKD,Eastern Europe and Central Asia,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.87047581,NA,NA,NA,NA,39.93755917,NA,NA,NA,NA,36.3982167,NA,NA,NA,NA,35.63304687,NA,NA,NA,NA,34.45696977,38.0831195,34.65781455,32.01504863,31.79054123,31.97598914,29.59326907,29.72694451,NA,NA
North Macedonia,MKD,Eastern Europe and Central Asia,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.87047581,NA,NA,NA,NA,39.93755917,NA,NA,NA,NA,36.3982167,NA,NA,NA,NA,35.63304687,NA,NA,NA,NA,34.45696977,38.0831195,34.65781455,32.01504863,31.79054123,31.97598914,29.59326907,29.72694451,NA,NA
North Macedonia,MKD,Eastern Europe and Central Asia,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.87047581,NA,NA,NA,NA,39.93755917,NA,NA,NA,NA,36.3982167,NA,NA,NA,NA,35.63304687,NA,NA,NA,NA,34.45696977,38.0831195,34.65781455,32.01504863,31.79054123,31.97598914,29.59326907,29.72694451,NA,NA
