Country Name,iso,region,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Brunei Darussalam,BRN,East Asia and the Pacific,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.732298222,NA,NA,NA,NA,6.839568343,NA,NA,NA,NA,6.884513524,NA,NA,NA,NA,7.24439177,NA,NA,NA,NA,7.417004403,7.366187122,7.570822949,6.709489683,6.180830115,6.484179774,5.927600072,5.903065468,NA,NA
Bhutan,BTN,South Asia,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.20596907,NA,NA,NA,NA,40.07507496,NA,NA,NA,NA,39.74957882,NA,NA,NA,NA,43.01963566,NA,NA,NA,NA,43.96188317,43.07170329,42.93227289,41.88190701,40.83967373,39.81863873,37.22436394,37.9265032,NA,NA
Botswana,BWA,Sub-Saharan Africa,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.43543083,NA,NA,NA,NA,24.98630892,NA,NA,NA,NA,25.30182437,NA,NA,NA,NA,25.07372693,NA,NA,NA,NA,25.72472072,24.59211459,24.85403894,24.87425931,24.15127779,24.33025796,23.63126742,23.09438618,NA,NA
Central African Republic,CAF,Sub-Saharan Africa,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.28715609,NA,NA,NA,NA,53.40425591,NA,NA,NA,NA,51.57214353,NA,NA,NA,NA,52.89663351,NA,NA,NA,NA,51.53331961,51.22953137,53.35883384,50.87491368,49.35636376,58.32609851,56.98542248,56.82849738,NA,NA
Canada,CAN,North America,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.225863908,NA,NA,NA,NA,8.103930599,NA,NA,NA,NA,8.280983564,NA,NA,NA,NA,8.495469137,NA,NA,NA,NA,8.384457262,8.62446106,8.107410495,7.791636125,7.428419864,7.151582145,6.549074761,6.428383133,NA,NA
Central Europe and the Baltics,CEB,NA,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.81804606,NA,NA,NA,NA,22.91582375,NA,NA,NA,NA,21.55990515,NA,NA,NA,NA,21.60903966,NA,NA,NA,NA,21.98802866,21.90983004,20.20362489,19.22537578,18.60919623,18.99410846,17.64108568,17.63332812,NA,NA
Switzerland,CHE,Europe,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.22837266,NA,NA,NA,NA,13.37056081,NA,NA,NA,NA,12.69076406,NA,NA,NA,NA,12.861816,NA,NA,NA,NA,12.92221973,13.04922122,12.26138801,11.82005499,11.38910719,11.16525468,10.34263047,10.3031001,NA,NA
Switzerland,CHE,Europe,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.22837266,NA,NA,NA,NA,13.37056081,NA,NA,NA,NA,12.69076406,NA,NA,NA,NA,12.861816,NA,NA,NA,NA,12.92221973,13.04922122,12.26138801,11.82005499,11.38910719,11.16525468,10.34263047,10.3031001,NA,NA
Channel Islands,CHI,NA,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chile,CHL,Latin America and Caribbean,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.67605657,NA,NA,NA,NA,24.94324153,NA,NA,NA,NA,26.16859477,NA,NA,NA,NA,25.52731698,NA,NA,NA,NA,25.89229169,27.24586707,25.0471553,23.9366936,22.86825181,22.56979255,20.87687041,21.03629906,NA,NA
China,CHN,East Asia and the Pacific,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.76500664,NA,NA,NA,NA,58.6601588,NA,NA,NA,NA,60.70483932,NA,NA,NA,NA,66.17450389,NA,NA,NA,NA,69.47957041,70.54202883,63.82701684,65.51455022,59.76736751,59.06342246,52.21132204,52.66459583,NA,NA
China,CHN,East Asia and the Pacific,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.76500664,NA,NA,NA,NA,58.6601588,NA,NA,NA,NA,60.70483932,NA,NA,NA,NA,66.17450389,NA,NA,NA,NA,69.47957041,70.54202883,63.82701684,65.51455022,59.76736751,59.06342246,52.21132204,52.66459583,NA,NA
China,CHN,East Asia and the Pacific,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.76500664,NA,NA,NA,NA,58.6601588,NA,NA,NA,NA,60.70483932,NA,NA,NA,NA,66.17450389,NA,NA,NA,NA,69.47957041,70.54202883,63.82701684,65.51455022,59.76736751,59.06342246,52.21132204,52.66459583,NA,NA
China,CHN,East Asia and the Pacific,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.76500664,NA,NA,NA,NA,58.6601588,NA,NA,NA,NA,60.70483932,NA,NA,NA,NA,66.17450389,NA,NA,NA,NA,69.47957041,70.54202883,63.82701684,65.51455022,59.76736751,59.06342246,52.21132204,52.66459583,NA,NA
China,CHN,East Asia and the Pacific,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.76500664,NA,NA,NA,NA,58.6601588,NA,NA,NA,NA,60.70483932,NA,NA,NA,NA,66.17450389,NA,NA,NA,NA,69.47957041,70.54202883,63.82701684,65.51455022,59.76736751,59.06342246,52.21132204,52.66459583,NA,NA
Cote d'Ivoire,CIV,Sub-Saharan Africa,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.87320064,NA,NA,NA,NA,24.85169224,NA,NA,NA,NA,25.26349351,NA,NA,NA,NA,21.8288118,NA,NA,NA,NA,21.617705,22.59307255,22.49440447,21.30554316,20.90017764,27.68749396,26.67470411,25.88626634,NA,NA
Cote d'Ivoire,CIV,Sub-Saharan Africa,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.87320064,NA,NA,NA,NA,24.85169224,NA,NA,NA,NA,25.26349351,NA,NA,NA,NA,21.8288118,NA,NA,NA,NA,21.617705,22.59307255,22.49440447,21.30554316,20.90017764,27.68749396,26.67470411,25.88626634,NA,NA
Cote d'Ivoire,CIV,Sub-Saharan Africa,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.87320064,NA,NA,NA,NA,24.85169224,NA,NA,NA,NA,25.26349351,NA,NA,NA,NA,21.8288118,NA,NA,NA,NA,21.617705,22.59307255,22.49440447,21.30554316,20.90017764,27.68749396,26.67470411,25.88626634,NA,NA
Cote d'Ivoire,CIV,Sub-Saharan Africa,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.87320064,NA,NA,NA,NA,24.85169224,NA,NA,NA,NA,25.26349351,NA,NA,NA,NA,21.8288118,NA,NA,NA,NA,21.617705,22.59307255,22.49440447,21.30554316,20.90017764,27.68749396,26.67470411,25.88626634,NA,NA
Cote d'Ivoire,CIV,Sub-Saharan Africa,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.87320064,NA,NA,NA,NA,24.85169224,NA,NA,NA,NA,25.26349351,NA,NA,NA,NA,21.8288118,NA,NA,NA,NA,21.617705,22.59307255,22.49440447,21.30554316,20.90017764,27.68749396,26.67470411,25.88626634,NA,NA
Cote d'Ivoire,CIV,Sub-Saharan Africa,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.87320064,NA,NA,NA,NA,24.85169224,NA,NA,NA,NA,25.26349351,NA,NA,NA,NA,21.8288118,NA,NA,NA,NA,21.617705,22.59307255,22.49440447,21.30554316,20.90017764,27.68749396,26.67470411,25.88626634,NA,NA
Cote d'Ivoire,CIV,Sub-Saharan Africa,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.87320064,NA,NA,NA,NA,24.85169224,NA,NA,NA,NA,25.26349351,NA,NA,NA,NA,21.8288118,NA,NA,NA,NA,21.617705,22.59307255,22.49440447,21.30554316,20.90017764,27.68749396,26.67470411,25.88626634,NA,NA
Cote d'Ivoire,CIV,Sub-Saharan Africa,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.87320064,NA,NA,NA,NA,24.85169224,NA,NA,NA,NA,25.26349351,NA,NA,NA,NA,21.8288118,NA,NA,NA,NA,21.617705,22.59307255,22.49440447,21.30554316,20.90017764,27.68749396,26.67470411,25.88626634,NA,NA
Cote d'Ivoire,CIV,Sub-Saharan Africa,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.87320064,NA,NA,NA,NA,24.85169224,NA,NA,NA,NA,25.26349351,NA,NA,NA,NA,21.8288118,NA,NA,NA,NA,21.617705,22.59307255,22.49440447,21.30554316,20.90017764,27.68749396,26.67470411,25.88626634,NA,NA
Cameroon,CMR,Sub-Saharan Africa,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.0066749,NA,NA,NA,NA,72.5750131,NA,NA,NA,NA,70.82948282,NA,NA,NA,NA,63.45308442,NA,NA,NA,NA,59.29340315,58.07690148,62.776697,58.18633815,56.71530558,77.05174298,73.20529127,72.79309622,NA,NA
"Congo, Dem. Rep.",COD,Sub-Saharan Africa,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.2331345,NA,NA,NA,NA,43.48303483,NA,NA,NA,NA,44.76174457,NA,NA,NA,NA,42.04343872,NA,NA,NA,NA,41.39803933,41.49328795,43.03677157,44.49576095,42.5494471,44.93118592,45.49950018,44.9092636,NA,NA
"Congo, Dem. Rep.",COD,Sub-Saharan Africa,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.2331345,NA,NA,NA,NA,43.48303483,NA,NA,NA,NA,44.76174457,NA,NA,NA,NA,42.04343872,NA,NA,NA,NA,41.39803933,41.49328795,43.03677157,44.49576095,42.5494471,44.93118592,45.49950018,44.9092636,NA,NA
"Congo, Dem. Rep.",COD,Sub-Saharan Africa,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.2331345,NA,NA,NA,NA,43.48303483,NA,NA,NA,NA,44.76174457,NA,NA,NA,NA,42.04343872,NA,NA,NA,NA,41.39803933,41.49328795,43.03677157,44.49576095,42.5494471,44.93118592,45.49950018,44.9092636,NA,NA
"Congo, Dem. Rep.",COD,Sub-Saharan Africa,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.2331345,NA,NA,NA,NA,43.48303483,NA,NA,NA,NA,44.76174457,NA,NA,NA,NA,42.04343872,NA,NA,NA,NA,41.39803933,41.49328795,43.03677157,44.49576095,42.5494471,44.93118592,45.49950018,44.9092636,NA,NA
"Congo, Dem. Rep.",COD,Sub-Saharan Africa,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.2331345,NA,NA,NA,NA,43.48303483,NA,NA,NA,NA,44.76174457,NA,NA,NA,NA,42.04343872,NA,NA,NA,NA,41.39803933,41.49328795,43.03677157,44.49576095,42.5494471,44.93118592,45.49950018,44.9092636,NA,NA
"Congo, Dem. Rep.",COD,Sub-Saharan Africa,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.2331345,NA,NA,NA,NA,43.48303483,NA,NA,NA,NA,44.76174457,NA,NA,NA,NA,42.04343872,NA,NA,NA,NA,41.39803933,41.49328795,43.03677157,44.49576095,42.5494471,44.93118592,45.49950018,44.9092636,NA,NA
"Congo, Dem. Rep.",COD,Sub-Saharan Africa,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.2331345,NA,NA,NA,NA,43.48303483,NA,NA,NA,NA,44.76174457,NA,NA,NA,NA,42.04343872,NA,NA,NA,NA,41.39803933,41.49328795,43.03677157,44.49576095,42.5494471,44.93118592,45.49950018,44.9092636,NA,NA
"Congo, Dem. Rep.",COD,Sub-Saharan Africa,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.2331345,NA,NA,NA,NA,43.48303483,NA,NA,NA,NA,44.76174457,NA,NA,NA,NA,42.04343872,NA,NA,NA,NA,41.39803933,41.49328795,43.03677157,44.49576095,42.5494471,44.93118592,45.49950018,44.9092636,NA,NA
"Congo, Dem. Rep.",COD,Sub-Saharan Africa,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.2331345,NA,NA,NA,NA,43.48303483,NA,NA,NA,NA,44.76174457,NA,NA,NA,NA,42.04343872,NA,NA,NA,NA,41.39803933,41.49328795,43.03677157,44.49576095,42.5494471,44.93118592,45.49950018,44.9092636,NA,NA
"Congo, Dem. Rep.",COD,Sub-Saharan Africa,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.2331345,NA,NA,NA,NA,43.48303483,NA,NA,NA,NA,44.76174457,NA,NA,NA,NA,42.04343872,NA,NA,NA,NA,41.39803933,41.49328795,43.03677157,44.49576095,42.5494471,44.93118592,45.49950018,44.9092636,NA,NA
"Congo, Rep.",COG,Sub-Saharan Africa,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.68716073,NA,NA,NA,NA,42.66256501,NA,NA,NA,NA,43.59878521,NA,NA,NA,NA,42.68905182,NA,NA,NA,NA,42.00909211,44.15559345,43.48998719,46.12663732,45.85281627,44.14769514,45.7110424,46.63822028,NA,NA
"Congo, Rep.",COG,Sub-Saharan Africa,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.68716073,NA,NA,NA,NA,42.66256501,NA,NA,NA,NA,43.59878521,NA,NA,NA,NA,42.68905182,NA,NA,NA,NA,42.00909211,44.15559345,43.48998719,46.12663732,45.85281627,44.14769514,45.7110424,46.63822028,NA,NA
"Congo, Rep.",COG,Sub-Saharan Africa,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.68716073,NA,NA,NA,NA,42.66256501,NA,NA,NA,NA,43.59878521,NA,NA,NA,NA,42.68905182,NA,NA,NA,NA,42.00909211,44.15559345,43.48998719,46.12663732,45.85281627,44.14769514,45.7110424,46.63822028,NA,NA
"Congo, Rep.",COG,Sub-Saharan Africa,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.68716073,NA,NA,NA,NA,42.66256501,NA,NA,NA,NA,43.59878521,NA,NA,NA,NA,42.68905182,NA,NA,NA,NA,42.00909211,44.15559345,43.48998719,46.12663732,45.85281627,44.14769514,45.7110424,46.63822028,NA,NA
"Congo, Rep.",COG,Sub-Saharan Africa,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.68716073,NA,NA,NA,NA,42.66256501,NA,NA,NA,NA,43.59878521,NA,NA,NA,NA,42.68905182,NA,NA,NA,NA,42.00909211,44.15559345,43.48998719,46.12663732,45.85281627,44.14769514,45.7110424,46.63822028,NA,NA
"Congo, Rep.",COG,Sub-Saharan Africa,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.68716073,NA,NA,NA,NA,42.66256501,NA,NA,NA,NA,43.59878521,NA,NA,NA,NA,42.68905182,NA,NA,NA,NA,42.00909211,44.15559345,43.48998719,46.12663732,45.85281627,44.14769514,45.7110424,46.63822028,NA,NA
"Congo, Rep.",COG,Sub-Saharan Africa,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.68716073,NA,NA,NA,NA,42.66256501,NA,NA,NA,NA,43.59878521,NA,NA,NA,NA,42.68905182,NA,NA,NA,NA,42.00909211,44.15559345,43.48998719,46.12663732,45.85281627,44.14769514,45.7110424,46.63822028,NA,NA
Colombia,COL,Latin America and Caribbean,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.38351541,NA,NA,NA,NA,20.01323703,NA,NA,NA,NA,20.05341997,NA,NA,NA,NA,21.28477536,NA,NA,NA,NA,21.49784542,21.36777875,20.53663622,19.22334802,18.34420526,17.30028428,16.58060037,16.52721022,NA,NA
Comoros,COM,Sub-Saharan Africa,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.75399127,NA,NA,NA,NA,21.07742304,NA,NA,NA,NA,21.54405572,NA,NA,NA,NA,21.24320643,NA,NA,NA,NA,20.66635788,21.02016044,21.2526292,21.04796184,21.50207199,20.71555746,20.48272773,20.5468246,NA,NA
Cabo Verde,CPV,Sub-Saharan Africa,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.13872533,NA,NA,NA,NA,36.36461069,NA,NA,NA,NA,36.62812416,NA,NA,NA,NA,30.2624091,NA,NA,NA,NA,27.59644067,31.64177817,32.94099303,32.08584342,31.62108111,38.63361366,33.39233075,34.7787001,NA,NA
Cabo Verde,CPV,Sub-Saharan Africa,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.13872533,NA,NA,NA,NA,36.36461069,NA,NA,NA,NA,36.62812416,NA,NA,NA,NA,30.2624091,NA,NA,NA,NA,27.59644067,31.64177817,32.94099303,32.08584342,31.62108111,38.63361366,33.39233075,34.7787001,NA,NA
Costa Rica,CRI,Latin America and Caribbean,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.30876432,NA,NA,NA,NA,18.56164026,NA,NA,NA,NA,19.41210209,NA,NA,NA,NA,19.65730721,NA,NA,NA,NA,19.27295272,19.70213293,19.33512768,18.34151711,17.54363411,16.87928994,15.65581227,15.7259203,NA,NA
Costa Rica,CRI,Latin America and Caribbean,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.30876432,NA,NA,NA,NA,18.56164026,NA,NA,NA,NA,19.41210209,NA,NA,NA,NA,19.65730721,NA,NA,NA,NA,19.27295272,19.70213293,19.33512768,18.34151711,17.54363411,16.87928994,15.65581227,15.7259203,NA,NA
